id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kondisi_tanaman,luas_tanaman,satuan,tahun
350,32,JAWA BARAT,3209,KABUPATEN CIREBON,TM,0,HEKTAR,2020
351,32,JAWA BARAT,3209,KABUPATEN CIREBON,TR/TTM,0,HEKTAR,2020
352,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TBM,0,HEKTAR,2020
353,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TM,0,HEKTAR,2020
354,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TR/TTM,0,HEKTAR,2020
355,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TBM,0,HEKTAR,2020
356,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TM,0,HEKTAR,2020
357,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TR/TTM,0,HEKTAR,2020
358,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TBM,0,HEKTAR,2020
359,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TM,0,HEKTAR,2020
360,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TR/TTM,0,HEKTAR,2020
361,32,JAWA BARAT,3213,KABUPATEN SUBANG,TBM,0,HEKTAR,2020
362,32,JAWA BARAT,3213,KABUPATEN SUBANG,TM,2918,HEKTAR,2020
363,32,JAWA BARAT,3213,KABUPATEN SUBANG,TR/TTM,0,HEKTAR,2020
364,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TBM,0,HEKTAR,2020
365,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TM,1278,HEKTAR,2020
366,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TR/TTM,41,HEKTAR,2020
367,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TBM,0,HEKTAR,2020
368,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TM,0,HEKTAR,2020
369,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TR/TTM,0,HEKTAR,2020
370,32,JAWA BARAT,3216,KABUPATEN BEKASI,TBM,0,HEKTAR,2020
371,32,JAWA BARAT,3216,KABUPATEN BEKASI,TM,0,HEKTAR,2020
372,32,JAWA BARAT,3216,KABUPATEN BEKASI,TR/TTM,0,HEKTAR,2020
373,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TBM,0,HEKTAR,2020
374,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TM,240,HEKTAR,2020
375,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TR/TTM,0,HEKTAR,2020
376,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TBM,0,HEKTAR,2020
377,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TM,0,HEKTAR,2020
378,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TR/TTM,0,HEKTAR,2020
379,32,JAWA BARAT,3271,KOTA BOGOR,TBM,0,HEKTAR,2020
380,32,JAWA BARAT,3271,KOTA BOGOR,TM,0,HEKTAR,2020
381,32,JAWA BARAT,3271,KOTA BOGOR,TR/TTM,0,HEKTAR,2020
382,32,JAWA BARAT,3272,KOTA SUKABUMI,TBM,0,HEKTAR,2020
383,32,JAWA BARAT,3272,KOTA SUKABUMI,TM,0,HEKTAR,2020
384,32,JAWA BARAT,3272,KOTA SUKABUMI,TR/TTM,0,HEKTAR,2020
385,32,JAWA BARAT,3273,KOTA BANDUNG,TBM,0,HEKTAR,2020
386,32,JAWA BARAT,3273,KOTA BANDUNG,TM,0,HEKTAR,2020
387,32,JAWA BARAT,3273,KOTA BANDUNG,TR/TTM,0,HEKTAR,2020
388,32,JAWA BARAT,3274,KOTA CIREBON,TBM,0,HEKTAR,2020
389,32,JAWA BARAT,3274,KOTA CIREBON,TM,0,HEKTAR,2020
390,32,JAWA BARAT,3274,KOTA CIREBON,TR/TTM,0,HEKTAR,2020
391,32,JAWA BARAT,3275,KOTA BEKASI,TBM,0,HEKTAR,2020
392,32,JAWA BARAT,3275,KOTA BEKASI,TM,0,HEKTAR,2020
393,32,JAWA BARAT,3275,KOTA BEKASI,TR/TTM,0,HEKTAR,2020
394,32,JAWA BARAT,3276,KOTA DEPOK,TBM,0,HEKTAR,2020
395,32,JAWA BARAT,3276,KOTA DEPOK,TM,0,HEKTAR,2020
396,32,JAWA BARAT,3276,KOTA DEPOK,TR/TTM,0,HEKTAR,2020
397,32,JAWA BARAT,3277,KOTA CIMAHI,TBM,0,HEKTAR,2020
398,32,JAWA BARAT,3277,KOTA CIMAHI,TM,0,HEKTAR,2020
399,32,JAWA BARAT,3277,KOTA CIMAHI,TR/TTM,0,HEKTAR,2020
400,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TBM,0,HEKTAR,2020
401,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TM,0,HEKTAR,2020
402,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TR/TTM,0,HEKTAR,2020
403,32,JAWA BARAT,3279,KOTA BANJAR,TBM,0,HEKTAR,2020
404,32,JAWA BARAT,3279,KOTA BANJAR,TM,0,HEKTAR,2020
405,32,JAWA BARAT,3279,KOTA BANJAR,TR/TTM,1110,HEKTAR,2020
406,32,JAWA BARAT,3201,KABUPATEN BOGOR,TBM,0,HEKTAR,2021
407,32,JAWA BARAT,3201,KABUPATEN BOGOR,TM,0,HEKTAR,2021
408,32,JAWA BARAT,3201,KABUPATEN BOGOR,TR/TTM,0,HEKTAR,2021
409,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TBM,0,HEKTAR,2021
410,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TM,1496,HEKTAR,2021
411,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TR/TTM,0,HEKTAR,2021
412,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TBM,0,HEKTAR,2021
413,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TM,1195,HEKTAR,2021
414,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TR/TTM,0,HEKTAR,2021
415,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TBM,0,HEKTAR,2021
416,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TM,0,HEKTAR,2021
417,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TR/TTM,0,HEKTAR,2021
418,32,JAWA BARAT,3205,KABUPATEN GARUT,TBM,0,HEKTAR,2021
419,32,JAWA BARAT,3205,KABUPATEN GARUT,TM,3201,HEKTAR,2021
420,32,JAWA BARAT,3205,KABUPATEN GARUT,TR/TTM,0,HEKTAR,2021
421,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TBM,0,HEKTAR,2021
422,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TM,611,HEKTAR,2021
423,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TR/TTM,0,HEKTAR,2021
424,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TBM,0,HEKTAR,2021
425,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TM,1765,HEKTAR,2021
426,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TR/TTM,0,HEKTAR,2021
427,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TBM,0,HEKTAR,2021
428,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TM,0,HEKTAR,2021
429,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TR/TTM,0,HEKTAR,2021
430,32,JAWA BARAT,3209,KABUPATEN CIREBON,TBM,0,HEKTAR,2021
431,32,JAWA BARAT,3209,KABUPATEN CIREBON,TM,0,HEKTAR,2021
432,32,JAWA BARAT,3209,KABUPATEN CIREBON,TR/TTM,0,HEKTAR,2021
433,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TBM,0,HEKTAR,2021
434,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TM,0,HEKTAR,2021
435,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TR/TTM,0,HEKTAR,2021
436,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TBM,0,HEKTAR,2021
437,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TM,0,HEKTAR,2021
438,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TR/TTM,0,HEKTAR,2021
439,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TBM,0,HEKTAR,2021
440,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TM,0,HEKTAR,2021
441,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TR/TTM,0,HEKTAR,2021
442,32,JAWA BARAT,3213,KABUPATEN SUBANG,TBM,0,HEKTAR,2021
443,32,JAWA BARAT,3213,KABUPATEN SUBANG,TM,2606,HEKTAR,2021
444,32,JAWA BARAT,3213,KABUPATEN SUBANG,TR/TTM,0,HEKTAR,2021
445,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TBM,0,HEKTAR,2021
446,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TM,1070,HEKTAR,2021
447,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TR/TTM,0,HEKTAR,2021
448,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TBM,0,HEKTAR,2021
449,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TM,0,HEKTAR,2021
450,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TR/TTM,0,HEKTAR,2021
451,32,JAWA BARAT,3216,KABUPATEN BEKASI,TBM,0,HEKTAR,2021
452,32,JAWA BARAT,3216,KABUPATEN BEKASI,TM,0,HEKTAR,2021
453,32,JAWA BARAT,3216,KABUPATEN BEKASI,TR/TTM,0,HEKTAR,2021
454,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TBM,0,HEKTAR,2021
455,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TM,240,HEKTAR,2021
456,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TR/TTM,0,HEKTAR,2021
457,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TBM,0,HEKTAR,2021
458,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TM,0,HEKTAR,2021
459,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TR/TTM,0,HEKTAR,2021
460,32,JAWA BARAT,3271,KOTA BOGOR,TBM,0,HEKTAR,2021
461,32,JAWA BARAT,3271,KOTA BOGOR,TM,0,HEKTAR,2021
462,32,JAWA BARAT,3271,KOTA BOGOR,TR/TTM,0,HEKTAR,2021
463,32,JAWA BARAT,3272,KOTA SUKABUMI,TBM,0,HEKTAR,2021
464,32,JAWA BARAT,3272,KOTA SUKABUMI,TM,0,HEKTAR,2021
465,32,JAWA BARAT,3272,KOTA SUKABUMI,TR/TTM,0,HEKTAR,2021
466,32,JAWA BARAT,3273,KOTA BANDUNG,TBM,0,HEKTAR,2021
467,32,JAWA BARAT,3273,KOTA BANDUNG,TM,0,HEKTAR,2021
468,32,JAWA BARAT,3273,KOTA BANDUNG,TR/TTM,0,HEKTAR,2021
469,32,JAWA BARAT,3274,KOTA CIREBON,TBM,0,HEKTAR,2021
470,32,JAWA BARAT,3274,KOTA CIREBON,TM,0,HEKTAR,2021
471,32,JAWA BARAT,3274,KOTA CIREBON,TR/TTM,0,HEKTAR,2021
472,32,JAWA BARAT,3275,KOTA BEKASI,TBM,0,HEKTAR,2021
473,32,JAWA BARAT,3275,KOTA BEKASI,TM,0,HEKTAR,2021
474,32,JAWA BARAT,3275,KOTA BEKASI,TR/TTM,0,HEKTAR,2021
475,32,JAWA BARAT,3276,KOTA DEPOK,TBM,0,HEKTAR,2021
476,32,JAWA BARAT,3276,KOTA DEPOK,TM,0,HEKTAR,2021
477,32,JAWA BARAT,3276,KOTA DEPOK,TR/TTM,0,HEKTAR,2021
478,32,JAWA BARAT,3277,KOTA CIMAHI,TBM,0,HEKTAR,2021
479,32,JAWA BARAT,3277,KOTA CIMAHI,TM,0,HEKTAR,2021
480,32,JAWA BARAT,3277,KOTA CIMAHI,TR/TTM,0,HEKTAR,2021
481,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TBM,0,HEKTAR,2021
482,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TM,0,HEKTAR,2021
483,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TR/TTM,0,HEKTAR,2021
484,32,JAWA BARAT,3279,KOTA BANJAR,TBM,0,HEKTAR,2021
485,32,JAWA BARAT,3279,KOTA BANJAR,TM,0,HEKTAR,2021
486,32,JAWA BARAT,3279,KOTA BANJAR,TR/TTM,0,HEKTAR,2021
487,32,JAWA BARAT,3201,KABUPATEN BOGOR,TBM,0,HEKTAR,2022
488,32,JAWA BARAT,3201,KABUPATEN BOGOR,TM,0,HEKTAR,2022
489,32,JAWA BARAT,3201,KABUPATEN BOGOR,TR/TTM,0,HEKTAR,2022
490,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TBM,0,HEKTAR,2022
491,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TM,1496,HEKTAR,2022
492,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TR/TTM,0,HEKTAR,2022
493,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TBM,0,HEKTAR,2022
494,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TM,1195,HEKTAR,2022
495,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TR/TTM,0,HEKTAR,2022
496,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TBM,0,HEKTAR,2022
497,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TM,0,HEKTAR,2022
498,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TR/TTM,0,HEKTAR,2022
499,32,JAWA BARAT,3205,KABUPATEN GARUT,TBM,0,HEKTAR,2022
500,32,JAWA BARAT,3205,KABUPATEN GARUT,TM,3201,HEKTAR,2022
501,32,JAWA BARAT,3205,KABUPATEN GARUT,TR/TTM,0,HEKTAR,2022
502,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TBM,0,HEKTAR,2022
503,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TM,611,HEKTAR,2022
504,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TR/TTM,0,HEKTAR,2022
505,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TBM,0,HEKTAR,2022
506,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TM,1765,HEKTAR,2022
507,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TR/TTM,0,HEKTAR,2022
508,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TBM,0,HEKTAR,2022
509,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TM,0,HEKTAR,2022
510,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TR/TTM,0,HEKTAR,2022
511,32,JAWA BARAT,3209,KABUPATEN CIREBON,TBM,0,HEKTAR,2022
512,32,JAWA BARAT,3209,KABUPATEN CIREBON,TM,0,HEKTAR,2022
513,32,JAWA BARAT,3209,KABUPATEN CIREBON,TR/TTM,0,HEKTAR,2022
514,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TBM,0,HEKTAR,2022
515,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TM,0,HEKTAR,2022
516,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TR/TTM,0,HEKTAR,2022
517,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TBM,0,HEKTAR,2022
518,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TM,0,HEKTAR,2022
519,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TR/TTM,0,HEKTAR,2022
520,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TBM,0,HEKTAR,2022
521,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TM,0,HEKTAR,2022
522,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TR/TTM,0,HEKTAR,2022
523,32,JAWA BARAT,3213,KABUPATEN SUBANG,TBM,0,HEKTAR,2022
524,32,JAWA BARAT,3213,KABUPATEN SUBANG,TM,2541,HEKTAR,2022
525,32,JAWA BARAT,3213,KABUPATEN SUBANG,TR/TTM,0,HEKTAR,2022
526,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TBM,0,HEKTAR,2022
527,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TM,1070,HEKTAR,2022
528,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TR/TTM,0,HEKTAR,2022
529,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TBM,0,HEKTAR,2022
530,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TM,0,HEKTAR,2022
531,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TR/TTM,0,HEKTAR,2022
532,32,JAWA BARAT,3216,KABUPATEN BEKASI,TBM,0,HEKTAR,2022
533,32,JAWA BARAT,3216,KABUPATEN BEKASI,TM,0,HEKTAR,2022
534,32,JAWA BARAT,3216,KABUPATEN BEKASI,TR/TTM,0,HEKTAR,2022
535,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TBM,0,HEKTAR,2022
536,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TM,240,HEKTAR,2022
537,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TR/TTM,0,HEKTAR,2022
538,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TBM,0,HEKTAR,2022
539,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TM,0,HEKTAR,2022
540,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TR/TTM,0,HEKTAR,2022
541,32,JAWA BARAT,3271,KOTA BOGOR,TBM,0,HEKTAR,2022
542,32,JAWA BARAT,3271,KOTA BOGOR,TM,0,HEKTAR,2022
543,32,JAWA BARAT,3271,KOTA BOGOR,TR/TTM,0,HEKTAR,2022
544,32,JAWA BARAT,3272,KOTA SUKABUMI,TBM,0,HEKTAR,2022
545,32,JAWA BARAT,3272,KOTA SUKABUMI,TM,0,HEKTAR,2022
546,32,JAWA BARAT,3272,KOTA SUKABUMI,TR/TTM,0,HEKTAR,2022
547,32,JAWA BARAT,3273,KOTA BANDUNG,TBM,0,HEKTAR,2022
548,32,JAWA BARAT,3273,KOTA BANDUNG,TM,0,HEKTAR,2022
549,32,JAWA BARAT,3273,KOTA BANDUNG,TR/TTM,0,HEKTAR,2022
550,32,JAWA BARAT,3274,KOTA CIREBON,TBM,0,HEKTAR,2022
551,32,JAWA BARAT,3274,KOTA CIREBON,TM,0,HEKTAR,2022
552,32,JAWA BARAT,3274,KOTA CIREBON,TR/TTM,0,HEKTAR,2022
553,32,JAWA BARAT,3275,KOTA BEKASI,TBM,0,HEKTAR,2022
554,32,JAWA BARAT,3275,KOTA BEKASI,TM,0,HEKTAR,2022
555,32,JAWA BARAT,3275,KOTA BEKASI,TR/TTM,0,HEKTAR,2022
556,32,JAWA BARAT,3276,KOTA DEPOK,TBM,0,HEKTAR,2022
557,32,JAWA BARAT,3276,KOTA DEPOK,TM,0,HEKTAR,2022
558,32,JAWA BARAT,3276,KOTA DEPOK,TR/TTM,0,HEKTAR,2022
559,32,JAWA BARAT,3277,KOTA CIMAHI,TBM,0,HEKTAR,2022
560,32,JAWA BARAT,3277,KOTA CIMAHI,TM,0,HEKTAR,2022
561,32,JAWA BARAT,3277,KOTA CIMAHI,TR/TTM,0,HEKTAR,2022
562,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TBM,0,HEKTAR,2022
563,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TM,0,HEKTAR,2022
564,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TR/TTM,0,HEKTAR,2022
565,32,JAWA BARAT,3279,KOTA BANJAR,TBM,0,HEKTAR,2022
566,32,JAWA BARAT,3279,KOTA BANJAR,TM,0,HEKTAR,2022
567,32,JAWA BARAT,3279,KOTA BANJAR,TR/TTM,0,HEKTAR,2022
